id	parent	name
trm_4a3fd79d0b92c	1	memory decay
trm_4a3fd79d0ba01	trm_4a3fd79d0af94	memory retrieval
trm_4a3fd79d0b938	1	memory storage
trm_4a3fd79d0b943	1	memory trace
trm_4a3fd79d0a8ed	1	mental arithmetic
trm_4a3fd79d0a8fc	1	mental imagery
trm_4a3fd79d0a908	1	mental representation
trm_4a3fd79d0a914	1	mental rotation
trm_4a3fd79d0a920	1	metacognition
trm_4a3fd79d0a92b	1	metacognitive skill
trm_4d7fc763cf777	1	metacomprehension
trm_4a3fd79d0b94f	trm_4a3fd79d0a920	metamemory
trm_4a3fd79d0a937	1	metaphor
trm_4a3fd79d0a943	1	misattribution
trm_559f0a5b4cd36	1	monetary reward prediction error
trm_4a3fd79d0a94f	1	monitoring
trm_4a3fd79d0a95a	1	mood
trm_4a3fd79d0b832	1	morphological processing
trm_4a3fd79d0b83e	1	morphology
trm_4fea25630ffb5	trm_4fb2c38960950	motion aftereffect
trm_557b48aeb7d58	trm_55ce70b20186b	motion detection
trm_4a3fd79d0a972	1	motor control
trm_4a3fd79d0a97e	trm_557b4a7315f1b	motor execution
trm_4a3fd79d0a989	trm_4ee8facd77dfc	motor inhibition
trm_4a3fd79d0a989	trm_4a3fd79d0af66	motor inhibition
trm_4a3fd79d0a995	1	motor learning
trm_4a3fd79d0a9a1	1	motor planning
trm_4a3fd79d0a9ad	1	motor program
trm_557b48bda071b	trm_557b4a7315f1b	motor response
trm_4a3fd79d0a9b9	trm_4a3fd79d0b0a6	motor sequence learning
trm_4a3fd79d0a9c4	1	movement
trm_4e31d3ba7d25b	1	multisensory
trm_4e31ced566649	1	multisensory integration
trm_502abeab4e1d8	trm_4a3fd79d0b4b5	multistable perception
trm_502abeab4e1d8	trm_4a3fd79d0aac8	multistable perception
trm_502abeab4e1d8	trm_4a3fd79d09ab2	multistable perception
trm_4a3fd79d0a9dc	1	naming
trm_4a3fd79d0a9e8	1	narrative
trm_4a3fd79d0aa00	1	navigation
trm_557b48d40d3cf	1	negative emotion
trm_557b48e337218	trm_4a3fd79d0b3cb	negative feedback processing
trm_5521a7a1376ed	trm_4e89aebaa311d	negative priming
trm_4d7fa2df05f23	1	neologism
trm_51a690eeadcb7	1	neuroplasticity
trm_4a3fd79d0aa0c	trm_4a3fd79d0b160	nociception
trm_4a3fd79d0aa0c	trm_4fe39e4388409	nociception
trm_4ffdc96dc85b7	trm_4a3fd79d09e35	noesis
trm_525d8f3ed78a2	1	noise sensitivity
trm_4a3fd79d0aa23	1	nondeclarative knowledge
trm_4a3fd79d0aa2f	trm_4a3fd79d0a891	nondeclarative memory
trm_4a3fd79d0aa47	trm_55ce70b20186b	novelty detection
trm_557b48f22ba99	1	numerical scale judgment
trm_4a3fd79d0aa5e	1	object categorization
trm_4a3fd79d0aa6a	trm_4a3fd79d0a908	object centered representation
trm_4a3fd79d0aa76	trm_5519b80525e89	object detection
trm_557b4904ee26d	trm_4a3fd79d0ba30	object maintenance
trm_4a3fd79d0aa8d	1	object manipulation
trm_4a3fd79d0aaa4	1	object perception
trm_4a3fd79d0aab0	trm_4a3fd79d0b967	object recognition
trm_552185f5cda66	1	Object-based attention
trm_523e0419ec219	1	obsession
trm_557b491318742	trm_4a3fd79d0983e	oddball detection
trm_5159c8a5d3d13	1	offensive (proactive) aggression
trm_4a3fd79d0aabc	1	olfaction
trm_4a3fd79d0aac8	trm_4a3fd79d0ab7c	olfactory perception
trm_523f5f918cb2c	1	openness
trm_4fb2c38960950	trm_4a3fd79d0b4b5	optical illusion
trm_4fb2c38960950	trm_502abeab4e1d8	optical illusion
trm_4a3fd79d0aad4	trm_4a3fd79d0a7ec	orthographic lexicon
trm_4a3fd79d0b84a	1	orthography
trm_4feb3f8c551cb	trm_4a3fd79d09902	overt attention
trm_558c74b165bb1	1	overt naming
trm_4b65259eeee34	trm_4a3fd79d0b160	pain
trm_4e6127bd91be9	1	pain habituation
trm_4e61264db33d4	1	pain sensitization 
trm_52405e33adafa	1	paranoia
trm_4d7fa1a3e2a10	1	paraphasia
trm_4a3fd79d0ab42	1	parsing
trm_4a3fd79d0ab4d	trm_4a3fd79d09902	passive attention
trm_4a3fd79d0ab59	1	past tense
trm_557b49206928b	trm_4a3fd79d0ba30	pattern maintenance
trm_4a3fd79d0ab65	1	pattern recognition
trm_4a3fd79d0ab70	trm_4a3fd79d098c9	pavlovian conditioning
trm_4a3fd79d0ab7c	1	perception
trm_4a3fd79d0ab88	1	perceptual binding
trm_4a3fd79d0ab93	1	perceptual categorization
trm_4a3fd79d0ab9f	1	perceptual fluency
trm_4a3fd79d0abaa	1	perceptual identification
trm_4a3fd79d0abb6	trm_4a3fd79d0a7bb	perceptual learning
trm_5519ba1746e95	trm_4e89aebaa311d	perceptual priming
trm_4a3fd79d0abc1	1	perceptual similarity
trm_4a3fd79d0abcd	1	perceptual skill
trm_525c58f9aabae	1	perfectionism
trm_4a3fd79d0ac30	trm_4aae62e4ad209	performance monitoring
trm_4a3fd79d0ac4a	1	phonation
trm_4d7fa1ee2f870	1	phonemic paraphasia
trm_4a3fd79d0b862	1	phonetics
trm_558c74156b7ee	1	phonological assembly
trm_5240fddc2e43e	1	phonological awareness
trm_4a3fd79d0ac61	1	phonological buffer
trm_4a3fd79d0ac7a	1	phonological code
trm_558c73b3663a6	trm_557b4891e9265	phonological comparison
trm_4a3fd79d0ac87	trm_4a3fd79d0b8e5	phonological encoding
trm_4a3fd79d0ac87	trm_4a3fd79d0b8e5	phonological encoding
trm_4a3fd79d0ba48	trm_4a3fd79d0ba60	phonological loop
trm_52b5f1ef4f9cc	1	phonological processing
trm_4a3fd79d0ac93	trm_4a3fd79d0af94	phonological retrieval
trm_4a3fd79d0ac9e	trm_4a3fd79d0b5a7	phonological working memory
trm_5029751d118c4	1	phototransduction
trm_557b493133416	trm_4a3fd79d0ba30	place maintenance
trm_4a3fd79d0acc1	1	planning
trm_557b493e4203a	trm_4a3fd79d0b3cb	positive feedback processing
trm_5521a3da10349	trm_4e89aebaa311d	positive priming
trm_557b494ca540d	trm_557b48a224b95	potential monetary loss
trm_557b495cdde57	trm_557b4a81a4a17	potential monetary reward
trm_4a3fd79d0ad12	trm_4a3fd79d0a5ed	pragmatic inference
trm_4a3fd79d0ad1d	trm_4a3fd79d0a746	pragmatic knowledge
trm_4a3fd79d0ad29	trm_4a3fd79d0aec1	pragmatic reasoning
trm_4a3fd79d0ad41	1	preattentive processing
trm_4a3fd79d0ad4c	1	preconscious perception
trm_4a3fd79d0ad64	1	prejudice
trm_4a3fd79d0ad94	trm_4a3fd79d0a891	primary memory
trm_4e89aebaa311d	1	priming
trm_557b49851e991	1	proactive control
trm_4a3fd79d0adab	1	proactive interference
trm_4a3fd79d0adb7	trm_4a3fd79d0aec1	problem solving
trm_4a3fd79d0adc3	trm_4a3fd79d0a746	procedural knowledge
trm_4a3fd79d0adcf	trm_4a3fd79d0a7bb	procedural learning
trm_4a3fd79d0addc	trm_4a3fd79d0aa2f	procedural memory
trm_4a3fd79d0ade8	1	procedural rule
trm_4a3fd79d0adf4	1	processing capacity
trm_4a3fd79d0ae00	1	processing stage
trm_5154b23a3156a	1	Production of non-facial communication
trm_5154aa9735134	1	Productive facial communication
trm_4a3fd79d0ae17	1	pronunciation
trm_4a3fd79d0ae2b	1	proper noun
trm_4a3fd79d0ae3d	trm_4a3fd79d0b160	proprioception
trm_4a3fd79d0ae58	1	prosodic stress
trm_4a3fd79d0ae64	1	prosody
trm_4a3fd79d0ae70	trm_4a3fd79d0a891	prospective memory
trm_4a3fd79d0ae7b	trm_4a3fd79d0acc1	prospective planning
trm_4a3fd79d0ae87	trm_4a3fd79d0a908	prototype
trm_4ffca95528c88	1	psychological refractory period
trm_52405de6b7a63	1	psychosis
trm_5534111a8bc96	trm_4a3fd79d0a33b	punishment
trm_4a3fd79d0aeaa	trm_4a3fd79d0b11a	quantitative skill
trm_50240210a9902	trm_5023eccc628b3	rapid reacquisition
trm_4a3fd79d0aeb6	trm_4a3fd79d0b4a9	reading
trm_4a3fd79d0aec1	1	reasoning
trm_4a3fd79d0b95b	trm_4a3fd79d0b97e	recall
trm_5154a9f45903f	1	reception of facial communication
trm_5154b049c279f	1	Reception of non-facial communication
trm_4a3fd79d0b967	trm_4a3fd79d0b97e	recognition
trm_4a3fd79d0b972	trm_4a3fd79d0b920	reconsolidation
trm_4a3fd79d0aecd	1	regret
trm_4a3fd79d0ba54	1	rehearsal
trm_4a3fd79d0ba60	1	rehearsal loop
trm_557b4993a0fdd	1	reinforcement learning
trm_502403240a2a2	1	reinstatement
trm_555cfb890d721	trm_557b4891e9265	relational comparison
trm_4a3fd79d0aed8	trm_4a3fd79d0a7bb	relational learning
trm_4a3fd79d0b97e	1	remembering
trm_4a3fd79d0aee4	trm_4a3fd79d0a891	remote memory
trm_5023eccc628b3	1	renewal
trm_5521a45a397a6	trm_5521a3da10349	Repetition priming
trm_5519b384d446c	1	representation
trm_4a3fd79d0aeef	trm_4a3fd79d0a891	repressed memory
trm_557b499fac085	1	resistance to distractor inference
trm_4f3a72a028d90	1	resource
trm_4a3fd79d0af4c	1	resource limit
trm_4a3fd79d0af5a	1	resource sharing
trm_559f0a129c136	1	response bias
trm_557b49ad14adf	1	response conflict
trm_557b4a7315f1b	1	response execution
trm_4a3fd79d0af66	trm_4a3fd79d0a252	response inhibition
trm_4a3fd79d0af66	trm_4a3fd79d0a613	response inhibition
trm_4a3fd79d0af66	trm_4aae62e4ad209	response inhibition
trm_4a3fd79d0af66	trm_4ee8facd77dfc	response inhibition
trm_5521a663cd89c	trm_4e89aebaa311d	Response priming
trm_4a3fd79d0af71	trm_4aae62e4ad209	response selection
trm_4a3fd79d0af71	trm_4a3fd79d0b5cb	response selection
trm_52068e5bd9aa1	1	restricted behavior
trm_4a3fd79d0af7d	trm_4a3fd79d0b8e5	retention
trm_4a3fd79d0af94	1	retrieval
trm_4a3fd79d0afa0	1	retrieval cue
trm_4a3fd79d0afab	trm_4a3fd79d0a6ad	retroactive interference
trm_4b6525253c63f	trm_4a3fd79d0a33b	reward
trm_557b4a81a4a17	trm_4a3fd79d09849	reward anticipation
trm_5159cb12a0f92	1	reward learning
trm_5159c94667677	1	reward valuation
trm_4a3fd79d0afc3	1	rhythm
trm_55b6b910b4b23	trm_557b48bda071b	right finger response execution
trm_558c7b337080f	trm_557b48bda071b	right hand response execution
trm_55b6b952c1b4c	trm_557b48bda071b	right toe response execution
trm_523e0a4b443dc	trm_523e0419ec219	rigidity
trm_4a3fd79d0afcf	1	risk
trm_55ce71c47f37b	1	risk aversion
trm_557b4a913f8cc	trm_557b48e337218	risk processing
trm_4a3fd79d0b64e	trm_4a3fd79d09735	risk seeking
trm_4a3fd79d0afda	trm_4a3fd79d0a746	route knowledge
trm_4a3fd79d0afe6	1	routine
trm_4a3fd79d0aff2	1	rule
trm_4a3fd79d0affd	trm_4a3fd79d0a7bb	rule learning
trm_4a3fd79d0b014	trm_4a3fd79d0a17f	sadness
trm_4a3fd79d0b020	1	salience
trm_4a3fd79d0b02c	1	schema
trm_4a3fd79d0b037	1	search
trm_4a3fd79d0b043	trm_4a3fd79d09902	selective attention
trm_557b4aa070c10	1	selective control
trm_4a3fd79d0b05e	1	self monitoring
trm_4ee8facd77dfc	trm_4a3fd79d0a246	self-control
trm_4ee8facd77dfc	trm_4a3fd79d0a252	self-control
trm_5154b39a3193d	1	self-knowledge
trm_4f4672db34a46	1	self-talk
trm_557b4ab076338	trm_4a3fd79d09c28	semantic categorization
trm_4a3fd79d0b06b	trm_51838baad343e	semantic category
trm_4d2201d530697	1	semantic information
trm_4a3fd79d0b077	trm_4a3fd79d0a833	semantic knowledge
trm_4a3fd79d0b077	trm_51838baad343e	semantic knowledge
trm_4a3fd79d0b083	trm_4a3fd79d0a04f	semantic memory
trm_51838baad343e	1	Semantic network
trm_5521a51034353	trm_4e89aebaa311d	Semantic priming
trm_4a3fd79d0b87a	1	semantic processing
trm_4a3fd79d0b08f	trm_4a3fd79d0b5a7	semantic working memory
trm_4e5faabfe8ce3	trm_4e5badf095692	sense of body ownership
trm_4e5badf095692	trm_4e5505361f160	sense of ownership
trm_525d8e198e0da	1	sensitivity to change
trm_525d8cd1c9cc3	1	sensory defensiveness
trm_4a3fd79d0b09a	trm_4a3fd79d0a891	sensory memory
trm_4a3fd79d0b892	trm_4a3fd79d0b6b9	sentence comprehension
trm_4a3fd79d0b89e	1	sentence processing
trm_4a3fd79d0b8aa	1	sentence production
trm_4a3fd79d0b0a6	trm_4a3fd79d0a7bb	sequence learning
trm_4a3fd79d0b0b1	trm_4a3fd79d0a7bb	serial learning
trm_4a3fd79d0b0bd	1	serial processing
trm_4a3fd79d0b0c8	trm_4a3fd79d0b037	serial search
trm_4a3fd79d0b607	trm_4a3fd79d0a252	set shifting
trm_4a3fd79d0b0df	1	shallow processing
trm_4a3fd79d0b0eb	trm_4a3fd79d0a17f	shame
trm_553967f006b70	trm_4a3fd79d0aab0	shape recognition
trm_4a3fd79d0b0f7	trm_4a3fd79d0a891	short term memory
trm_4a3fd79d0b10e	1	skepticism
trm_4a3fd79d0b11a	1	skill
trm_4a3fd79d0b125	trm_4a3fd79d0a7bb	skill acquisition
trm_5159c70d0e98e	1	sleep
trm_4a3fd79d0b13d	1	social cognition
trm_4a3fd79d0b148	1	social context
trm_5595be14a57c5	1	social inference
trm_4a3fd79d0b154	1	social intelligence
trm_52090251db8c8	1	social motivation
trm_523e053844495	trm_4a3fd79d0b689	social phobia
trm_4a3fd79d0b160	1	somatosensation
trm_4a3fd79d0b18f	trm_4a3fd79d0a1f4	source memory
trm_4a3fd79d0b19b	1	source monitoring
trm_4a3fd79d0b1a6	1	spatial ability
trm_4a3fd79d0b1b2	trm_4a3fd79d09902	spatial attention
trm_4a3fd79d0b1b2	trm_4a3fd79d0b46f	spatial attention
trm_4a3fd79d0b1bd	1	spatial cognition
trm_5519bb7767d98	trm_5521a0512df9a	spatial localization
trm_4a3fd79d0b1d5	trm_4a3fd79d0a891	spatial memory
trm_557b4abe521af	trm_4a3fd79d0b043	spatial selective attention
trm_4a3fd79d0b1e0	trm_4a3fd79d0b5a7	spatial working memory
trm_4a3fd79d0b1f7	1	speech perception
trm_4a3fd79d0b238	trm_4a3fd79d0b1f7	speech processing
trm_4a3fd79d0b247	1	speech production
trm_5024002a85b1f	1	spontaneous recovery
trm_4a3fd79d0b26d	1	spreading activation
trm_4a3fd79d0b279	trm_4fea04a02ce37	stereopsis
trm_4a3fd79d0b285	1	stereotypes
trm_5519b80525e89	trm_55ce70b20186b	stimulus detection
trm_55c6f58e77fbe	1	story comprehension
trm_4a3fd79d0b29c	1	strategy
trm_50eb5469ba37a	trm_4a3fd79d0a972	Strength
trm_4a3fd79d0b2a8	1	stress
trm_557b4acdee820	trm_4a3fd79d0ba30	string maintenance
trm_4d21e9a7dd8ca	1	subconscious
trm_559f09a5cdca9	trm_558c736199abd	subjective food value
trm_558c736199abd	1	subjective value judgment
trm_4a3fd79d0b2b4	1	sublexical route
trm_4a3fd79d0b2bf	1	subliminal perception
trm_52583e8a46ded	1	suicidal ideation
trm_4a3fd79d0b2fa	1	supervisory attentional system
trm_55e1b27f5655e	1	Surface dyslexia
trm_4a3fd79d0b306	trm_4a3fd79d0a17f	surprise
trm_4a3fd79d0b311	trm_4a3fd79d09902	sustained attention
trm_4e31e6dca01ca	trm_4a3fd79d0ab7c	synchrony perception
trm_4a3fd79d0b340	1	syntactic parsing
trm_4a3fd79d0b34b	1	syntactic processing
trm_4a3fd79d0b357	1	syntax
trm_4e416f1373936	trm_4a3fd79d0b5a7	tactile working memory
trm_557b4add1837e	1	task difficulty
trm_4c3e0646a2408	1	task set
trm_4b45f56827e93	1	task set reconfiguration
trm_4a3fd79d0b613	trm_4b45f56827e93	task switching
trm_4a3fd79d0b363	1	taste aversion
trm_4a3fd79d0b37a	trm_4a3fd79d0a775	text comprehension
trm_4a3fd79d0b386	1	text processing
trm_4a3fd79d0b392	trm_4a3fd79d0b13d	theory of mind
trm_4a3fd79d0b39d	trm_4a3fd79d0b160	thermosensation
trm_4fa295124a375	1	thought
trm_55b6b8b8e7870	trm_4a3fd79d0b967	tone recognition
trm_55b6b98b88f45	trm_557b48bda071b	tongue response execution
trm_557b4aeaeb744	trm_4a3fd79d0ba30	tool maintenance
trm_4a3fd79d0b3cb	1	top down processing
trm_50aff037c389f	1	trait anxiety
trm_50297454e516b	1	transduction
trm_4a3fd79d0b3ef	trm_4a3fd79d0a891	traumatic memory
trm_4a3fd79d0b3fa	1	uncertainty
trm_4feb44e5ae25b	trm_4a3fd79d0ab7c	unconscious perception
trm_4feb44e5ae25b	trm_4a3fd79d0b406	unconscious perception
trm_4a3fd79d0b406	1	unconscious process
trm_5159c0a633cda	1	understanding mental states
trm_4e31d365bc7e2	1	unisensory
trm_4c3e05903e4bb	trm_4a3fd79d0a252	updating
trm_4a3fd79d0b412	1	utility
trm_4a3fd79d0b429	trm_4a3fd79d0b412	valence
trm_500d8aef38f2c	trm_4fb2c38960950	vection
trm_4a3fd79d0b44c	1	verbal fluency
trm_4a3fd79d0b457	trm_4a3fd79d0a891	verbal memory
trm_50f382d7abdff	1	vestibular control
trm_500d8bcf5f29a	1	visual acuity
trm_500d8c8fcc520	1	visual angle
trm_4a3fd79d0b46f	trm_4a3fd79d09902	visual attention
trm_4ff36d79c26c6	trm_4a3fd79d09b4b	visual awareness
trm_557b4af7cc1cb	trm_4a3fd79d0b4a9	visual body recognition
trm_4a3fd79d0b47b	1	visual buffer
trm_557b4b05ae470	trm_5519b7525d7a2	visual color discrimination
trm_557b4b154e0d9	trm_4a3fd79d0a30c	visual face recognition
trm_557b4b27dfd5e	trm_5519b7525d7a2	visual form discrimination
trm_557b4b3a6a34d	trm_4a3fd79d0b4a9	visual form recognition
trm_4a3fd79d0b487	trm_4a3fd79d0b4d8	visual imagery
trm_558c7439832d9	trm_557b4b7176394	visual letter recognition
trm_5519b92bde7dc	trm_5521a0512df9a	visual localization
trm_4a3fd79d0b492	1	visual masking
trm_4a3fd79d0b49e	trm_4a3fd79d0a891	visual memory
trm_557b4b47d994a	trm_557b4b3a6a34d	visual number recognition
trm_557b4b56de455	trm_4a3fd79d0aa76	visual object detection
trm_559f0986182cc	trm_4a3fd79d0ba30	visual object maintenance
trm_4a3fd79d0b4a9	trm_4a3fd79d0b4b5	visual object recognition
trm_4a3fd79d0b4a9	trm_4a3fd79d0aab0	visual object recognition
trm_502ad54c11389	trm_4a3fd79d0b4b5	visual orientation
trm_557b4b652cbec	trm_4a3fd79d0ab65	visual pattern recognition
trm_4a3fd79d0b4b5	trm_4a3fd79d0ab7c	visual perception
trm_557b4b7e68727	1	visual place recognition
trm_558c73f3c8c6f	trm_557b4b9ccdc4a	visual pseudoword recognition
trm_557b4b7176394	trm_4a3fd79d0b967	visual recognition
trm_4a3fd79d0b4c1	trm_4a3fd79d0a908	visual representation
trm_4a3fd79d0b4cd	trm_4a3fd79d0b037	visual search
trm_558c7b5228ed4	trm_557b4b7176394	visual sentence recognition
trm_55ef1fd2bc418	trm_557b4b7176394	visual string recognition
trm_557b4b8cd05ca	trm_4a3fd79d0b4a9	visual tool recognition
trm_557b4b9ccdc4a	trm_4a3fd79d0b58f	visual word recognition
trm_4a3fd79d0b4d8	trm_4a3fd79d0b49e	visual working memory
trm_4a3fd79d0b4d8	trm_4a3fd79d0b5a7	visual working memory
trm_4a3fd79d0b507	1	visuospatial sketch pad
trm_55ef3ba010121	trm_557b4a7315f1b	vocal response execution
trm_55ef3ba010121	trm_557b48bda071b	vocal response execution
trm_4a3fd79d0b530	1	wisdom
trm_4a3fd79d0b548	1	word comprehension
trm_4a3fd79d0b55f	1	word generation
trm_557b4bb7cf05b	trm_4a3fd79d0ba30	word maintenance
trm_4a3fd79d0b56b	1	word order
trm_4a3fd79d0b583	1	word pronunciation
trm_4a3fd79d0b58f	trm_4a3fd79d0b967	word recognition
trm_4a3fd79d0b59b	1	word repetition
trm_4a3fd79d0b5a7	trm_4a3fd79d0a891	working memory
trm_4a3fd79d0b5a7	trm_4aae62e4ad209	working memory
trm_55b6b9d7c9435	trm_4a3fd79d0ba30	working memory maintenance
trm_4a3fd79d0ba6c	1	working memory retrieval
trm_4a3fd79d0ba77	1	working memory storage
trm_55b6b9a666604	1	working memory updating
trm_4f46753b8be4f	1	worldview
node_811	trm_557b4b9ccdc4a	420
node_812	trm_558c7ae1eaf86	420
node_813	trm_4a3fd79d09af8	420
node_814	trm_558c7b707f606	420
node_815	trm_558c7b5228ed4	420
node_816	trm_557b4b652cbec	420
node_817	trm_558c7b337080f	420
node_818	trm_4a3fd79d0af71	420
node_819	trm_558c7b14c076e	420
node_820	trm_557b4b47d994a	159
node_821	trm_4a3fd79d0af71	159
node_822	trm_55b6b9a666604	159
node_823	trm_55b6b9d7c9435	159
node_824	trm_557b476527a27	159
node_825	trm_4a3fd79d0b5a7	159
node_826	trm_557b4b3a6a34d	3129
node_827	trm_557b4891e9265	3129
node_828	trm_4a3fd79d0af71	3129
node_829	trm_557b4a7315f1b	3129
node_830	trm_557b482a7c62b	3129
node_831	trm_5534111a8bc96	122
node_832	trm_557b48a224b95	122
node_833	trm_557b4a81a4a17	122
node_834	trm_4a3fd79d0b64e	122
node_835	trm_4a3fd79d0a33b	122
node_836	trm_557b4a7315f1b	122
node_837	trm_4a3fd79d0af71	122
node_838	trm_557b4b56de455	122
node_839	trm_557b4add1837e	122
node_840	trm_5534111a8bc96	118
node_841	trm_557b48a224b95	118
node_842	trm_557b4a81a4a17	118
node_843	trm_4a3fd79d0b64e	118
node_844	trm_4a3fd79d0a33b	118
node_845	trm_557b4a7315f1b	118
node_846	trm_4a3fd79d0af71	118
node_847	trm_557b4b56de455	118
node_848	trm_557b4add1837e	118
node_849	trm_557b48e337218	141
node_850	trm_557b493e4203a	141
node_851	trm_557b4993a0fdd	141
node_852	trm_4a3fd79d0a20c	141
node_853	trm_557b4b9ccdc4a	141
node_854	trm_4a3fd79d09c28	141
node_855	trm_557b4a7315f1b	141
node_856	trm_4a3fd79d0af71	141
node_857	trm_557b4b3a6a34d	141
node_858	trm_4c3e05903e4bb	3194
node_859	trm_557b4b8cd05ca	3194
node_860	trm_557b4aeaeb744	3194
node_861	trm_557b477b4a15f	3194
node_862	trm_557b4af7cc1cb	3194
node_863	trm_557b493133416	3194
node_864	trm_557b4b7e68727	3194
node_865	trm_55c6f87595b39	3194
node_866	trm_557b4a7315f1b	3194
node_867	trm_4a3fd79d0af71	3194
node_868	trm_557b4b154e0d9	3194
node_869	trm_559f09a5cdca9	111
node_870	trm_5534111a8bc96	116
node_871	trm_557b48a224b95	116
node_872	trm_557b4a81a4a17	116
node_873	trm_4a3fd79d0b64e	116
node_874	trm_4a3fd79d0a33b	116
node_875	trm_557b4a7315f1b	116
node_876	trm_4a3fd79d0af71	116
node_877	trm_557b4b56de455	116
node_878	trm_557b4add1837e	116
node_879	trm_55c298bbe56d5	10924
node_880	trm_4a3fd79d0b05e	10924
node_881	trm_4aae62e4ad209	10924
node_882	trm_559f0986182cc	2714
node_883	trm_4a3fd79d0af71	2714
node_884	trm_4a3fd79d0b4a9	2714
node_885	trm_557b4a7315f1b	2714
node_886	trm_557b4904ee26d	2714
node_887	trm_4c3e05903e4bb	2714
node_888	trm_557b4a7315f1b	3041
node_889	trm_4a3fd79d0af71	3041
node_890	trm_557b4b3a6a34d	3041
node_891	trm_557b474e2b578	3041
node_892	trm_557b491318742	3041
node_893	trm_557b4aa070c10	3041
node_894	trm_4a3fd79d0a20c	3041
node_895	trm_557b49851e991	3041
node_896	trm_4a3fd79d0af66	3041
node_897	trm_55ef153d47bc0	8718
node_898	trm_557b4a913f8cc	8718
node_899	trm_557b4817db34d	8718
node_900	trm_557b4a7315f1b	8718
node_901	trm_4a3fd79d0af71	8718
node_902	trm_557b4b47d994a	8718
node_903	trm_557b47abe9a34	8718
